id_name,comment,praisenum,time
谭立,听着音乐看着MV我哭了，因为jav是陪我青春，也有一个女孩和我8年，可惜现在没在一起了，听着歌感觉有一小部分是我的青春爱情,0,2019/9/17 22:07
Amy,棒棒的杰伦,0,2019/9/17 22:06
VAE,此刻很想说点什么，但是话到嘴边又不知道说些什么，为梦加油吧！,0,2019/9/17 22:05
一路向北,不吹不黑。这首歌曲很一般。在周杰伦的歌曲里面属于较低档次、但是放眼整个华娱乐圈……好吧，实际上也很一般吧。。。,0,2019/9/17 22:02
Super曼,真的很庆幸我的青春里有杰伦的歌陪伴,0,2019/9/17 22:01
太阳,唯一值得让我买专辑的人,0,2019/9/17 22:01
Jay,情歌本来就是简简单单纯真的，复杂拗口的歌词就是好吗?真的搞不懂有些人，旋律简单上口，不好听吗?也不知道自己的耳朵多高级，都是听什么音乐的。觉得不好听的就多听几遍！！！,0,2019/9/17 21:59
阿狸,看着你难过，我咋这么开心[em]e400825[/em],0,2019/9/17 21:57
魂,周杰伦在我心目中就算是一个音乐时代里程碑式的音乐人了，不知道是不是因为自己已经脱离纯纯爱情那个年代，这首歌没太多感觉，轮感受，最多算是还可以，谈不上好听，以前叶惠美范特西10分的话，这首也就4-5分。,0,2019/9/17 21:54
问山风你会回来,真好啊，真喜欢他啊。,0,2019/9/17 21:54
我不配,屠榜,1,2019/9/17 21:53
x。,就一首，想打他[em]e400828[/em],0,2019/9/17 21:53
空白……,不吹不黑。这首歌曲很一般。在周杰伦的歌曲里面属于较低档次、但是放眼整个华娱乐圈……好吧，实际上也很一般吧。。。,0,2019/9/17 21:53
风火の狮子,两年啊,0,2019/9/17 21:53
展正希,周杰伦老子爱你啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,0,2019/9/17 21:53
Jay,情歌本来就是简简单单纯真的，复杂拗口的歌词就是好吗?真的搞不懂有些人，旋律简单上口，不好听吗?也不知道自己的耳朵多高级，都是听什么音乐的。觉得不好听的就多听几遍！！！,0,2019/9/17 21:53
开心就好              ⊙_⊙,周杰伦，你是我的一辈子！！！前几天心情不好又听了几遍稻香和简单爱，这些歌曲依旧充满着力量，杰迷这个身份带给了我很多。感谢过去和未来都有你。新歌很好听，循环播放中！！！,1,2019/9/17 21:52
倪哲颀,工地搬砖一天怀着诚挚的心来购买了收费的音乐 ?白瞎了了我三块 ?人间不值得我要回农村专辑太坑人 砖头也烫手?,1,2019/9/17 21:52
路小雨,终于等来新歌了，然后重新下载QQ音乐，付费单曲循环,0,2019/9/17 21:52
氟西汀,有你的陪伴真的很幸福…………爱你[em]e401236[/em],0,2019/9/17 21:50
睛天.,周杰伦，你陪我长大，我陪你变老,2,2019/9/17 21:50
我是vera睿睿韩美秀,说好不哭，可是听着听着就哭了，感觉有些词就是在写我呀，要不是因为要回国工作也不会分手，现在刚刚两个月…回国之前有一次出去玩，因为里面比较黑我就哭了，他就抱着我安慰我…可是我还是走了,0,2019/9/17 21:50
-,来迟了,0,2019/9/17 21:50
忘了,[em]e400836[/em]不知道，不想说！就是喜欢[em]e400832[/em],0,2019/9/17 21:48
??你的青春住了谁,一整个青春。,0,2019/9/17 21:48
拂晓,近四年未出专辑 于是先发了个单曲 音乐上的皇帝 出来指挥乐坛的交通啦[em]e400826[/em][em]e400826[/em],1,2019/9/17 21:47
拂晓,近四年未出专辑 于是先发了个单曲 音乐上的皇帝 出来指挥乐坛的交通啦[em]e400826[/em][em]e400826[/em],1,2019/9/17 21:47
轰隆,一场青春，一首周杰伦,1,2019/9/17 21:45
粉红伞,买的第一张专辑，因为是杰伦的,0,2019/9/17 21:44
陪伴是最长情的告白,说好不哭，听了一遍就流泪满面,0,2019/9/17 21:43
感觉刹那,18年的爱，无可比拟[em]e400834[/em],0,2019/9/17 21:43
-,不能说的秘密[em]e400116[/em],0,2019/9/17 21:43
何處西南待好風,总结一下，油管热门第一的国家和地区 中国台湾 中国香港  美国 加拿大 澳大利亚 马来西亚 新加坡  第二 印尼,1,2019/9/17 21:42
离人心上秋,原来周杰伦才是顶流,0,2019/9/17 21:42
T,牛比,0,2019/9/17 21:42
三字曰,原来周杰伦才是顶流,1,2019/9/17 21:41
星河,爱你啊爱你,0,2019/9/17 21:41
　　 ?憂殇ˇ℡,第一次购买歌曲，因为我是QQ音乐VIP用户，以前从没想过会购买付费音乐，因为我是杰伦歌迷，从零几年开始一直到现在，杰伦陪伴了我整个青春，写到这里已经用言语无法表达……,0,2019/9/17 21:40
五五开,买的第一张专辑，不是因为便宜，是因为是杰伦的,0,2019/9/17 21:39
贝克憨子,在朋友圈看到你转了这首歌，没敢点赞和评论，只能到这儿评论了,1,2019/9/17 21:39
初相识,重新下载QQ音乐,0,2019/9/17 21:39
嘉陵,我听哭了，这首歌一开始觉得一般越听越有感觉。,0,2019/9/17 21:39
  好好说，慢慢来,周杰伦和阿信的世纪合体，爱了爱了,0,2019/9/17 21:38
张先森?,我知道你在听，我想你了，wgg,0,2019/9/17 21:38
A.小寇哥.,从初一的男孩到现在的男人，感谢杰伦，你的歌声留下了我整个青春的记忆。,1,2019/9/17 21:38
Mary tara.,有家婚纱店老板说过 她看到这么多来试婚纱的姑娘 打开帘子的那一刻没有一个男生会惊喜发出哇的声,1,2019/9/17 21:37
无状态,好不好听已经无所谓了，听JAY的歌就像在重温自己的青春一般。,0,2019/9/17 21:37
????,找个人一起去看杰伦演唱会,2,2019/9/17 21:36
?,我要你知道  在这个世界上总有一个人是等着你的  不管在什么时候  不管在什么地方  反正你知道，总有这么个人,0,2019/9/17 21:36
哎呦，不错哦°,周杰伦我的青春！希望将来有一天我的小孩能跟你同台！,0,2019/9/17 21:36
Rainmaker,希望我们再相遇的时候，一切都刚刚好。,0,2019/9/17 21:36
?☆佛罗伦萨的凿子☆,希望越来越好！,1,2019/9/17 21:36
° C,青春 说好不哭  带唯一的你 去看周董的演唱会,1,2019/9/17 21:36
流年╮渲染成伤,真好,0,2019/9/17 21:35
熊猫,好听到想哭,0,2019/9/17 21:35
取经中的稳健少年,情歌本来就是简简单单纯真的，复杂拗口的歌词就是好吗?真的搞不懂有些人，旋律简单上口，不好听吗?也不知道自己的耳朵多高级，都是听什么音乐的。觉得不好听的就多听几遍！！！,0,2019/9/17 21:33
来不及认真先生,听到熟悉的旋律，我就知道，我的青春回来了,1,2019/9/17 21:33
ICE BEAR?,一直很喜欢周董，现在粉的idol也喜欢周董，所以也算是和idol一起追idol吧[em]e400824[/em],1,2019/9/17 21:32
kingsly,刘瑞琦买了5000张,0,2019/9/17 21:32
八月,眼看着你难过，挽留的话却没说,0,2019/9/17 21:32
Ⅸ随??你=_=,每一天,1,2019/9/17 21:31
;誐疍|氺瓢?,第一次在这上面买歌听是为你，开通绿砖听歌也是为你，杰伦，我会一直支持你,1,2019/9/17 21:30
;誐疍|氺瓢?,第一次在这上面买歌听是为你，开通绿砖听歌也是为你，杰伦，我会一直支持你,0,2019/9/17 21:30
恋爱不如打ranke,真的要爱死了,0,2019/9/17 21:29
怪你过分美丽。,周杰伦的手机一直在响： 微信到账三元,0,2019/9/17 21:28
JK will,&nbsp;i &nbsp;like &nbsp;,0,2019/9/17 21:27
流星划过云烟,情歌本来就是简简单单纯真的，复杂拗口的歌词就是好吗?真的搞不懂有些人，旋律简单上口，不好听吗?也不知道自己的耳朵多高级，都是听什么音乐的。觉得不好听的就多听几遍！！！,0,2019/9/17 21:24
斑点看成珍珠,真的很好听 也很感同身受[em]e401236[/em],0,2019/9/17 21:24
扑克脸の誮顏,可算点进来了,0,2019/9/17 21:23
蓝羽冰殇︶&deg;,杰伦的歌对我来说重要，喜欢你的歌,0,2019/9/17 21:23
DIFFER,最适合现在心情的一首歌 谢谢杰伦,0,2019/9/17 21:22
不是山谷,80后读初中时比较幼稚，不听音乐不懂明星。就知道孙燕姿周杰伦王力宏。[em]e400825[/em],0,2019/9/17 21:21
Lssssss,谢谢杰伦[em]e401236[/em],0,2019/9/17 21:21
★17岁的天空,她很喜欢听杰伦的歌，我并不讨厌，但也不是经常听。昨晚刚好是分手一个月，我发了条挺长的自说自话的短信给她，希望我们和好，希望现在能弥补曾经没能完成的誓言。    ,2,2019/9/17 21:17
再吃一颗苹果,我钟爱的乐队主唱和我男神的男神合作，果真碰擦了不一样的火花。,1,2019/9/17 21:16
笑不语,这歌都是怀念前任的,0,2019/9/17 21:15
不屑纪念。,因为你是周杰伦啊,0,2019/9/17 21:15
阿米替林,秋名山车神出新歌了！大卖！速来抢购吧！,3,2019/9/17 21:14
Jay,就让我抢到一次周杰伦的演唱会门票好吗,0,2019/9/17 21:14
大有,支持杰伦，没毛病,0,2019/9/17 21:11
禾斗匕匕,多希望是写给Jolin的……[em]e400843[/em],1,2019/9/17 21:09
Jay,情歌本来就是简简单单纯真的，复杂拗口的歌词就是好吗?真的搞不懂有些人，旋律简单上口，不好听吗?也不知道自己的耳朵多高级，都是听什么音乐的。觉得不好听的就多听几遍！！！,1,2019/9/17 21:09
GL,周杰伦手机一直在响！,1,2019/9/17 21:08
Jay,我的马鸭！如果我是男生，这样的女朋友也太无私奉献了趴,0,2019/9/17 21:07
终结者,我是差这三块钱的人么！给我多来几首[em]e400867[/em],1,2019/9/17 21:07
ゅMemoriesャ只能忘记?,喜欢周杰伦，永远喜欢，从来都不改变。,0,2019/9/17 21:07
肥羊,对不起，永别啦。让你走的是我，也没有挽留你。 你脾气真的很大很大，老说是我宠的，对你好，请你也别肆意妄为。谁都有临界点。同居这么久，没想到你的下一位男孩来得这么快。希望你好好对待。&nbsp;,1,2019/9/17 21:07
小刺猬,对于我来说，周董是我的童年！我的音乐梦，钢琴路，就是杰伦为我打开的！！！,3,2019/9/17 21:07
Jay,感觉周杰伦的普通话进步了。,0,2019/9/17 21:07
遖溟偢渁,好好好，给力,0,2019/9/17 21:06
