index_label,content,likedCount,name,nickname,time,userId
28,对不起，走的时候连一个敬礼也没留给大家，再见也没有机会再唱了。这段时间可能对大家有点严厉，收了大家的手机，不过你们真的让我很感动。,3220,再见,没有机车的机车梦,2018-09-24 10:31:10.327,393531878
29,"杭商五营一连飞哥 我喜欢你是我的小秘密
我知道你更伤心
因为我们离开一个你
但你离开了我们整个一连的小可爱",3039,再见,有头脑和不开心,2018-03-18 13:19:13.589,1336179222
30,那时候小李还不老，他和林忆莲之间有绯闻，可李宗盛已经有妻子而且有两个女儿了。林忆莲为了不让别人说她是小三，把所有的东西都卖了移民去加拿大。然后小李停止创作开始认真思考今后的人生该和谁一起，不久后他就去了加拿大。可林不见他，他就在外边现在冷风中等了一夜。这首歌唱是那件事。这首歌让我,18027,为你我受冷风吹,我的名字叫做昕-_-,2015-02-16 02:38:42.452,36209060
31,我这个月没有上个月想你了,10670,为你我受冷风吹,Azzy---,2018-03-29 20:28:40.310,576096841
32,李宗盛所欣赏的女人，可不是一般人…,7981,为你我受冷风吹,R_io,2015-10-30 08:31:42.728,5485390
33,这么经典的歌被林忆莲给唱就足够了，所有的翻唱都是浮云啊,7102,为你我受冷风吹,_芦苇_,2014-12-02 23:10:37.885,30403298
34,“如果有一天我离开了，你会等我吗？”“不会。”“为什么？”“凭什么？”,5636,为你我受冷风吹,Aaron-执笔念流年,2018-06-10 14:17:02.152,1404327846
35,林忆莲的唱功不是一般流行歌手能比,5197,为你我受冷风吹,miffyzhang,2015-01-26 09:41:20.478,29358587
36,分手那天我从广州赶到武汉见她最后一面，她像以前一样挽着我的手，我送她去大埠的车站，上车的时候我就静静看着她，车动的时候，忍不住了，哭着就追大巴车跑，一直跑到红绿灯路口被车流拦住为止，她头都没回一下。回去的时候哭着坐地铁二号线 还有那么多人看着我。这辈子都会记得2017年9月11日下午6点,4812,为你我受冷风吹,遥远的她_c,2018-08-07 23:48:12.863,264228599
37,"这首歌是当年李宗盛到加拿大追林忆莲，但是林忆莲拒绝见他，李宗盛在门外冰天雪地呆了一夜写的。
大部分人都会认为李宗盛很用情，很用心，我倒觉得林忆莲是个真真正正的好女人，知道对方有家室，纵使再喜欢也会拒绝。",3760,为你我受冷风吹,是你的双双吗,2018-11-05 20:00:21.193,620902851
38,因为你长大了，经历的多了，对这些老情歌有感触自然会喜欢,3323,为你我受冷风吹,浮云游子W,2014-11-11 22:56:27.556,40738241
39,二十岁 我是个没有故事的人,3050,为你我受冷风吹,茶淫橘虐书蠹诗魔,2015-10-30 12:56:58.844,53390569
40,就当我从此收起真情 谁也不给[心碎],2326,为你我受冷风吹,宜独往,2018-06-10 11:13:14.017,1483351049
41,"年少不知李宗盛
长大才知林忆莲
伤心才懂陈奕迅
失恋方知薛之谦
初识不知曲中意
在听已是曲中人
曲中思恋今犹在
不见当年梦中人
但愿还能再入梦
梦里相思缠绵情",2121,为你我受冷风吹,音乐达人呦,2018-11-06 13:41:39.090,430112776
42,我会试着放下往事 管他过去有多美🙂,1888,为你我受冷风吹,DD_姗,2018-06-10 18:49:04.456,383927928
43,我不太听林忆莲，但今天听到朋友深情的演唱了这首歌，觉得词曲感动到了我，在北风呼啸的冬季,1631,为你我受冷风吹,Mingdodo,2014-12-05 05:20:49.312,7936395
44,一个出轨男人的故事让你们说的真伟大哈哈哈,1407,为你我受冷风吹,愿你没有故事,2019-01-03 23:32:50.603,321601242
45,小学六年级，班里新来的实习英语老师在办公室用那种超级大的录音机听这首歌，那是我第一次听见如此温暖的梁静茹。一转眼梁静茹从被李宗盛骂哭的小女孩变成了人母，我也从没发育的小男生长成了190+的大个子，时间总是一下子就过去了…,32550,勇气,Dr_国际晨,2014-10-19 20:03:58.094,33836039
46,很久很久以前，在一个村庄里有一只怪物叫做六眼飞鱼，一位叫做“爱”的勇士来到了这个村庄，村民请求勇士除掉这只怪物，勇士答到  ：“我唯有手握一把叫做勇气的宝剑 方能除掉它”，于是村名齐唱：“爱真的需要勇气 来面对六眼飞鱼”[大哭][大哭][大哭],22546,勇气,用户7522295,2014-11-25 13:25:11.481,7522295
47,暗恋需要勇气，告白需要勇气，暗恋的人告白比告白的人更需要勇气。,16905,勇气,周婕纶的哥哥周杰伦,2018-03-06 15:58:05.433,67391841
48,大学那会，我是第三者。她选择了我承受了很大压力，有次在ktv两个人合唱勇气的时候都湿润了眼睛。直到现在，她还经常唱歌我们女儿听。。。,13032,勇气,0verhear,2015-06-08 18:53:21.771,55609232
49,初中毕业那年，同学聚会，班上一个女生点了这首歌，邀请了我和她一起唱，唱完了之后她对我表白了。三年后的今天，我却自己在听这首歌,8460,勇气,五块钱两样,2014-11-16 05:08:32.518,39896817
50,多简单而感人的一句：只要你一个眼神也肯定，我的爱就有意义。,8429,勇气,goneverlookback,2014-12-01 14:06:58.061,36113427
51,光良说这首歌一开始是写给梁咏琪的，后来给了梁静茹。梁静茹因为这首歌开始走红。如果没有这首歌，梁静茹也许在第二张专辑后就卷铺盖回家了，这样也就没有后来的情歌天后了。感谢光良。,7136,勇气,亚德里亚海上的波鲁克,2015-10-24 09:48:22.190,58426368
52,还有至少三年的异地，我也曾害怕，可是更怕遗憾错过，她给了我勇气，说不清，道不明，认定她，就是她，只能是她。时间会告诉你，当时相信他，没有错……欢～只要你一个眼神肯定我的爱就有意义---这是我最珍贵最重要的勇气，三年我有勇气，只愿君心似我心～💗,5750,勇气,dearda磊哥,2018-03-17 22:30:35.109,75905633
53,那真的需要勇气,4913,勇气,肯耐得,2014-11-06 17:19:23.908,1466579
54,一直处于这种暧昧的状态，只因为对未来的不确定，一直在犹豫是否有能力给她一个确定的眼神，，，未来，真的很可怕，真的需要勇气。,4545,勇气,雪山没人,2014-11-01 12:00:03.731,18332118
55,"如果我的坚强任性
会不小心伤害了你
你能不能温柔提醒
我虽然心太急 更害怕错过你",4303,勇气,不会说话的某绳,2015-10-29 09:16:10.756,86080392
56,第一个女朋友最喜欢的是勇气，第二个女朋友最喜欢的是谢谢爱，第三个女朋友最喜欢的是七情六欲，她们每个人的类型似乎就跟曲风一样，对于前女友最深就印象就剩下这些了，只要听到这些歌曲就会让我想起不同的她们[哀伤],2161,勇气,杨洋大盗,2015-10-31 22:36:09.420,10283141
57,选择  坚持  珍惜 希望在这三方面能不辜负自己 虽然我非常非常非常需要勇气 但我在努力说服自己 打败内心的小魔鬼,1929,勇气,帐号已注销,2015-10-31 22:47:26.824,58147595
58,不要怕错过。错过还总会有新的嘛[吐舌],1408,勇气,空-囿,2014-11-10 16:16:25.916,30363746
59,对不起，我是gay。,1349,勇气,秦先森不是超人,2015-05-26 20:46:21.287,61747193
60,我支持同性恋，我理解抑郁症，觉得有纹身的小姐姐超酷！我知道捐献造血干细胞不需要忍受很大疼痛，我会喂楼底下的流浪猫，会给老奶奶让座位，会对店员说谢谢……纵然，我自私，我贪欲，我贪权，我贪钱，我贪恋这世间所有人们鄙夷并且崇尚的罪恶，但我依然，想努力地成为一个温柔善良的人.,24979,失眠,小晚说晚安,2018-12-20 14:38:42.600,404681532
61,失了眠的夜，是最纯粹的安静，希望大家听完这首歌可以睡个好觉💤,13932,失眠,LITTLECHAOS,2018-04-18 17:31:00.771,133248409
62,每个在我失眠的夜晚陪我尬聊的人我都会永远记得❤️,9115,失眠,L1_Ru1,2018-04-18 22:28:32.686,356140919
63,我真的醒了 确定我们真的不行了,7521,失眠,腿白,2018-12-02 02:24:33.053,424311909
64,人生总是从一段困境通向下一段困境 就像现在这样 脑袋里装了太多东西 它们不让我睡觉 嗯 这也算得上是一个悲伤的夜晚了,5822,失眠,LITTLECHAOS,2018-05-04 01:24:10.809,133248409
65,在所有失眠的夜里 我最想你,4943,失眠,三千世界鸦杀尽与尔共寝到天明,2018-10-24 13:08:45.113,625272404
66,昨天给偷偷喜欢了好久的女孩送了圣诞节礼物 他今天回了我消息 她已经有喜欢的男孩了 嘿嘿 一切都在意料之中啦 这辈子可能再也不会有太过接近的距离了 想和你一起飞行 可能却遥遥无期啦 其实结果早就已经注定了 那就祝福她和她的幸运男孩儿,3950,失眠,Ecostasy,2018-12-27 00:30:28.752,481943148
67,我又失眠了 你们呢,2917,失眠,LITTLECHAOS,2018-11-20 01:15:45.467,133248409
68,為情所困的人不會覺得困,2504,失眠,诱宁,2018-12-04 20:36:27.386,481336063
69,我不應該對誰有所期望，因為沒有期望大概就不會被誰辜負,1666,失眠,巨凶,2018-11-27 22:22:21.806,403355411
70,我们复合吧 我们重蹈覆辙我们互相折磨。,1474,失眠,藤野梨,2019-05-15 21:08:20.493,275932637
71,在这里可以了解到每个人的失眠小故事[开心],1135,失眠,LITTLECHAOS,2018-08-17 13:31:14.194,133248409
72,看到了五百个版本了。,1090,失眠,_练不成俄挺不改网名,2018-12-30 12:28:33.696,312982281
73,害怕失眠但 更怕梦见你,1011,失眠,飞不了的鴿子,2018-12-08 16:07:41.304,643989536
74,我最擅长的事就是伤心,688,失眠,我已见过银河仍爱你这颗星,2019-02-10 21:47:54.149,252723354
75,当一片湖爱上一朵云。她的瞬息万变让人着迷。决定了爱便要誓不休。即使蒸发自己，才能拥抱到她。[爱心],30846,湖,李棒棒Muti,2018-10-31 11:34:55.432,128387737
76,谢谢你们的支持，让我还能坚持做我爱的音乐，而不是顺市场而行。走不动了就想想初心，共勉。[拜],17290,湖,李棒棒Muti,2018-10-31 21:59:21.762,128387737
77,“和苍翠定的媒 他们说的雷” 棒棒说发歌了 我一听棒棒真棒[强]🏻,9556,湖,AY楊佬叁,2018-10-31 17:21:52.014,912583
78,你可以走出我的生活 但却走不出我的生命 祝福你 再见,6279,湖,吴祀恩,2019-03-10 14:50:12.745,412839358
79,"[爱心]为你登上远方的山
[爱心]和你相依平静的湖",5186,湖,杨小頔丶,2018-10-31 11:56:56.097,113442640
80,编曲的来打Call的🤙🏻🤙🏻,4926,湖,张杰峻,2018-10-31 12:36:44.602,126580413
81,你一眨眼 温驯的小鹿有跳动一下 柔软的暖风有轻拂一下 遥远的星星有闪烁一下 我也有心动 却不止一下,4417,湖,巨凶,2018-11-17 21:36:35.297,403355411
82,999了，今天又没下雨,4085,湖,李棒棒Muti,2018-11-18 23:18:50.018,128387737
83,"“上次你请我 这次我请你。”
“那你要请我什么呢？”
“请你务必喜欢我。”",3506,湖,咬口奶油,2018-12-21 10:43:45.577,384373317
84,晚上好，夜开始了。,3489,湖,李棒棒Muti,2018-12-08 01:39:47.137,128387737
85,"“我们真的不可能,这点我希望你能明白”她喜欢这首歌",3240,湖,风趣着迷,2019-03-19 21:58:03.572,1352136742
86,今天又没下雨，晚安💤,3215,湖,李棒棒Muti,2018-11-18 02:53:55.844,128387737
87,晚安，今天还是没下雨🌧️,3111,湖,李棒棒Muti,2018-11-16 02:09:52.926,128387737
88,和＂山＂给我的是两种截然不同的感觉 ＂山＂选择的是停留 而＂湖＂选择的是放手,1974,湖,人们叫我阿飞,2018-12-20 17:05:20.983,313981025
89,"章鱼同学🐙
我热情拥抱光的冲击
不顾一切蒸发自己
飘到空中只为可以拥抱你。",1951,湖,吃章鱼的派大星,2019-03-25 19:18:56.412,430434978
90,别悲天悯人自叹命薄了 你还年轻 依旧漂亮,15783,火车驶向云外，梦安魂于九霄,张就要-,2018-01-14 07:42:16.038,110017737
91,我已经不再十八岁，但总有人十八岁,10791,火车驶向云外，梦安魂于九霄,安娜其的故事,2018-01-08 12:09:49.013,116037601
92,"请你不要离开
这里胜似花开",5463,火车驶向云外，梦安魂于九霄,Akitakxl,2018-01-08 11:21:01.079,20319164
93,天哪，太好听了！丧的情绪一直贯穿到最后！流泪了,4572,火车驶向云外，梦安魂于九霄,柏林的雾,2018-01-08 01:38:35.999,14107548
94,最爱的刺猬哪吒，他们代表着白色天空，蓝色海浪，绿色青春，红色热血，自喜欢摇滚乐以来听的第一支乐队，也是最喜欢的乐队，白日梦蓝就像青春的大门，而这首歌就是永无止境的青春大道，看不到头也回不了首,3368,火车驶向云外，梦安魂于九霄,陳若凡,2018-01-08 08:24:56.609,52018047
95,"时间是房间里的鬼鬼祟祟的老鼠  偷吃了少男少女们随手扔下的蛋糕  
许多人的所谓成熟 不过是被习俗磨去了棱角  变得世故而实际了  那不是成熟而是精神的早衰和个性的夭亡  真正的成熟  应当是独特个性的形成  真实自我的发现  精神上的结果与丰收",3218,火车驶向云外，梦安魂于九霄,呸十二,2018-01-09 08:40:27.833,356204432
96,一代人终将老去，但总有人正年轻，赶上这趟驶向云外的火车，梦安魂于广深。,2885,火车驶向云外，梦安魂于九霄,人间最得意左右是个死,2018-01-08 08:42:26.002,252810915
97,两天循环了132次。再也不听了，太费烟和眼泪。,2275,火车驶向云外，梦安魂于九霄,死在旋律公寓,2018-01-10 13:39:17.027,264927863
98,很多人，在靠刺猬的歌在续着青春的命，我也不例外。刺猬才是青春盛宴真正的幻术大师。,1827,火车驶向云外，梦安魂于九霄,音左,2018-01-08 18:52:56.464,2747182
99,已经老去却正在年轻的朋友们今年见,1652,火车驶向云外，梦安魂于九霄,少女是哪吒,2018-01-08 09:44:54.233,83837831
100,"廉价的语言多套路

昂贵的礼物最真诚",1601,火车驶向云外，梦安魂于九霄,skbfhs,2018-01-08 09:35:21.222,394916556
101,"开始的时候
总觉得来日方长
什么都有机会
殊不知人生是减法
见一面少一面
来日并不方长",1503,火车驶向云外，梦安魂于九霄,sugar小甜饼,2018-01-27 20:56:36.896,84940213
102,从办公室回宿舍的路上，耳机正好响起副歌，天津星空很美，想到了大学的四年,1052,火车驶向云外，梦安魂于九霄,志伟-hedgehog,2018-01-08 23:09:37.486,37247355
103,又刺到我的胃了，还牵连了心脏。,896,火车驶向云外，梦安魂于九霄,一听就糊,2018-01-08 10:12:38.778,453651
104,雖生命卓艰  依然把酒起舞,891,火车驶向云外，梦安魂于九霄,帐号已注销,2018-03-16 21:32:01.103,15850261
105,我求求不要再私信我问我谁是作曲谁抄谁了，作曲和编曲分不清吗，我们写得清清楚楚prod. Dannyebtracks，这是一个国外制作人我们是花了钱买了伴奏全网lease的版权的，说抄Havana的你能不能买个好耳机听听到底抄没抄，其他人买没买这个伴奏我们怎么知道，九月份发的歌，难道说我们穿越未来抄别人？,38895,着迷,零捌叁肆XI3R,2018-12-19 19:01:43.479,303712072
106,有空一起谈个恋爱 ，没空我继续暗恋你。,20605,着迷,罪间,2018-10-20 19:56:52.643,444173919
107,请戴上泳镜来见我 以免突然坠入爱河,10362,着迷,偷口甜,2018-11-24 17:06:48.964,598397793
108,你知道吗   一支圆珠笔能写4610次你的名字,8250,着迷,收信,2018-11-18 16:40:26.013,84755316
109,"“奶奶 我谈恋爱了”
“是吗 有空带回来吃饭”
“可是 她也是女孩子”
“女孩子也要吃饭的呀”",7836,着迷,秋-风-生-渭-水,2019-02-02 12:44:04.507,1453101026
110,我的小鹿还没有撞死，不是因为还放不下你，纯粹是因为头铁,6914,着迷,才高于世,2018-12-08 10:00:33.222,434183343
111,你出现一次，我心动一次。,6241,着迷,偷瞟,2018-11-05 20:26:45.921,1365544869
112,喜欢的人刚好喜欢你，真的是世界上第九大奇迹了。,3985,着迷,蛇虫,2018-12-17 22:10:34.083,331326714
113,看你  着迷  想要如影随形,3859,着迷,你会是我男友,2018-11-14 22:42:23.480,434049231
114,这个解释的清楚[强]帮顶,3721,着迷,带你看海看日出,2019-01-05 23:02:41.621,119223912
115,对的人总是互相吸引并慢慢靠近,2714,着迷,今夜尤加里,2018-11-30 23:41:07.136,322133531
116,你是手足无措的恋爱讯息，悄悄心动，暗里着迷。,2562,着迷,巨凶,2018-11-25 11:30:39.294,403355411
117,"我和他是同性恋，有一天露营老师发现我们两个的事情了，在一个帐篷下
我问他：
“你以后还会爱我吗？”
他把我抱了过去，亲了我一下，
然后说：“爱呀”
真希望你能看到阿，我的杨先生❤❤",2059,着迷,全宇宙无敌炸裂帅,2019-01-20 23:40:35.124,382059533
118,你困住我 年深月久,1737,着迷,腿白,2018-12-02 02:33:53.053,424311909
119,过去的你只会躺在我怀里等我说“张嘴”，现在你终于可以主动搂上我让我“吻你”了。,1522,着迷,勃挺,2018-12-27 10:28:11.671,357474205
120,其实我打了很多字 但是我没有发出来,161533,一生有你,小平克阿生,2014-12-11 23:04:19.852,9681639
121,高中时迟到必须罚唱一首歌，为了唱这首歌给那个女孩听，我故意迟到过[大哭][大哭],104727,一生有你,kn---,2015-01-06 02:03:01.334,27003227
122,高中的化学老师，长得很帅很可爱的男老师，平时幽默又高冷，元旦的时候，害羞地唱了这首歌，唱到一半还忘词了…后来老师中风，消息很突然，我们才知道老师家里很不容易，我们每个人都录了鼓励的视频。后来老师康复，从低年级又重新做起老师。从此听到这首歌就会想起那个我们都爱的老师，祝老师幸福。,75171,一生有你,shmily--neymar,2015-05-19 22:21:32.600,20411008
123,你还记得我们一起坐公交车吗？车上除了司机只有我们两个人，快到终点站时司机播放这首歌。我在想司机是不是故意的？[可爱]如今各奔天涯，曾经你说，只要你一个电话，我就会飞奔而来，如今你生活美满。我只能呵呵了[流泪][流泪][流泪]别赞，他看不到,51274,一生有你,帐号已注销,2015-06-14 00:07:31.376,48110591
124,音乐老师教我们唱这首歌时跟我们说，她上大学的时候有一个男生每天都在校园广播给她点这首歌，那个男生现在是她孩子的爸爸[爱心],38149,一生有你,九疚玖,2015-05-28 01:21:20.369,61233585
125,初中时候看着她的侧脸听这首歌。,23616,一生有你,美国驻华大使,2014-10-14 23:51:58.046,35876465
126,歌依旧  人已不在,21872,一生有你,susenlc,2014-11-01 00:33:06.301,40223491
127,高中数学老师的媳妇打他电话时候他的铃声，平时上课有人打他电话他都不会接，这首歌响的时候他就会说不好意思然后出去接电话，久而久之我们听到都会起哄说师母打来了快去接吧。觉得师母特别幸福。现在想起来好怀念高中的日子。,18333,一生有你,Babersama,2015-10-22 11:53:19.511,38805242
128,多少人曾爱慕你年轻时的容颜 klose,13887,一生有你,Reusss,2014-11-09 12:34:00.306,41161324
129,李健还在吧 这时候 比后来的好多了  李健走之后的水木实在很难让人喜欢  总觉得怪怪的,12519,一生有你,闭口禅,2014-11-18 20:48:36.797,6854144
130,这首歌我要送给我老婆，因为今天是我们结婚九周岁记念日，我在这里祝福我们永结同心，白头偕老，我要怒力奋斗要给老婆一个美好的明天,11520,一生有你,浪鲤白鰷,2014-12-27 13:08:16.630,42880926
131,我什么时候说过这句话[惊恐],10937,一生有你,释迦牟尼-,2015-10-09 20:45:58.233,46537221
132,多年以后，我们都不再年轻，不再痴心，不再疯狂，勇敢的朝着自己喜欢的奔跑而去，可是这首歌还是能够留在记忆里，留在悄无声息的成长里，留在一去不返的时光里。[亲亲],10073,一生有你,图图南,2014-12-07 13:53:51.525,32528983
133,其实我真的真的真的真的特别羡慕那些从初中恋爱在一起，到高中大学毕业工作经历很多很多之后携手走入婚姻殿堂的情人麽,9801,一生有你,小脸肉肉肉肉肉嘟嘟,2015-08-21 16:10:42.299,69648486
134,这首歌是初三同桌教我唱的，到毕业那天才知道她喜欢我。多年之后想到她见到她发现她才是最美的。真的很遗憾。。。。人生，有许多事情的发生是无法预测的。,8952,一生有你,TuoLong,2015-03-28 23:58:53.745,50044101
135,这曲这么清新竟然不红我很心痛啊！！,59001,蝴蝶泉边,我是天灰,2015-01-03 22:45:30.491,31263151
136,第一次听这首歌是在爸爸打开的收音机里，那时我在阳光里睁开眼听到了第一句。七年过去了，大家变成自己喜欢的样子了吗[开心],30833,蝴蝶泉边,Pati1900,2014-12-08 22:21:58.325,17295810
137,啊…我原来老喜欢这首歌了…还YY我是什么古老民族的遗孤，拥有被封印的神秘力量，背负了拯救世界的使命，要去云南某个隐秘的蝴蝶泉村找到命中注定的姑娘，以她为灵媒解放封印才能打败boss，最后boss挂了，妹子也挂了，然后我自爆救了妹子，然后妹子的真爱让我活了下来但是失忆了，全剧终2333,22220,蝴蝶泉边,Clock-River,2015-10-14 00:21:54.997,29864432
138,第二段结束后的间奏，编曲真是绝了！赞叹！,14458,蝴蝶泉边,黑入问号脸,2014-10-31 20:14:51.635,17677111
139,时间飞快，初中喜欢听的一首歌曲，现在都大学毕业这么久了。老了,12557,蝴蝶泉边,帐号已注销,2014-12-22 19:09:42.301,40318551
140,列车驶进云南高原时放起这首歌，灿烂阳光下，心都野了[开心],10326,蝴蝶泉边,稚鱼,2015-03-09 20:34:09.918,2046451
141,歌手不怎么出名呐，不过这曲真的很棒！,7998,蝴蝶泉边,天忌二,2015-03-22 13:19:10.278,20682973
142,小学听着觉得一般般，，如今大二重新遇到这首歌。觉得好清新。,7655,蝴蝶泉边,一个人住的第九年,2016-03-14 22:05:07.012,19362642
143,小时候，和妈妈去蝴蝶泉那附近的外婆家，外婆带我去庙会得到很多好吃的糖，三月街可以买新衣服和很多很多好吃的东西，爷爷养了鱼鹰总吃不到自己捕的鱼，羡慕哥哥可以噗通跳进洱海游泳……现在难得会回去一趟，人事已非，却偶然发现爸爸现在很喜欢哼唱这首歌……想家,7026,蝴蝶泉边,Sia诗,2015-11-03 12:17:26.920,95470248
144,姥姥生前手机铃声[大笑],6432,蝴蝶泉边,请你吃葡萄好不好,2016-02-16 20:51:10.187,58250570
145,黄雅莉是我直系高中学姐！！！   我宁乡四中的骄傲！   你在少奇故里，少奇在你心中！！！！,5622,蝴蝶泉边,亚子Yah,2015-12-30 22:36:09.821,117624331
146,初中班歌，满满的回忆，当年的同学又在哪～～,3675,蝴蝶泉边,吾非音雄,2014-12-04 22:25:13.787,41455956
147,自由的小鸟在歌唱，美丽的蝴蝶在飞舞，真人间仙景。,2610,蝴蝶泉边,三生幸存,2015-01-23 10:48:11.537,37880824
148,每天初三中午午休的广播！！,2365,蝴蝶泉边,学院南路炫酷狂拽屌,2014-12-15 18:04:12.526,10275078
