index_label,addTime,content,gender,id,uid,uname
112,2019-07-19 18:32:26,"第一件事还是想批评一下剪辑。

虽然我可以理解向广大非乐迷观众科普的需求，不过还是可以弄得再精简一点，目前节奏还是稍显拖沓，情怀的成分偏多。就我个人而言，我对你乐队成立了多少年、在哪里开过演唱会、将来的梦想是什么没有兴趣，我更想看到的，是乐队自己以及评委们对于歌曲本身的解读，而且在非必要的时候，应该尽量减少评委们的戏份。

还有就是乐队演出的时候，镜头切得稍显凌乱，看不太清各个乐手的动作，尤其是鼓手，如果镜头给足了，鼓手应该是一个乐队里最能圈粉的存在。画面的剪辑可以跟歌曲结构咬合得再好一点，知道在什么时候该把镜头对准什么地方。虽然这档节目的后期制作比去年和前年的两档节目强了不少，不过这方面还是有进步空间。

再来就是对这期出场的几支乐队的看法，只挑个别印象比较深刻的简单说一下。

1.反光镜的鼓手是真的不错。

2.皇后皮箱是开场之后第一支在音乐性上惊艳到我的乐队。

3.猴子军团的新金属，有点低于预期，像这种靠live表演取胜的乐队，请一定要给乐手们切近镜头。

4.面孔的吉他和唱功独一档，但曲风可能不是90后容易接受的类型，没有共鸣。

5.BongBong你们拿个吉他是来当道具的么？手型都对不上，不知道是关系户还是陪演。

6.盘尼西林主唱的吉他太有灵气了，编曲音乐性极强，看好他们。

最后再说一点，我希望评委们，就算早就听过这些歌，也请认真点评，不要光是插科打诨。当然，或许他们现场是有点评的，但后期没剪进去，那就是后期的问题了。",1,211743074521,1600889711,皓宇蓝天！
113,2019-07-19 09:58:26,没有被剪辑全的乐队的部分，怎么看？,0,211696362621,1330360607,什么鬼mdzz
114,2019-07-19 08:14:16,很好啊,0,211686032121,1767549368,西门茶音
115,2019-07-19 07:51:05,了luck4了是,0,211683766721,1710261589,太累人叫啥
116,2019-07-19 02:57:50,为青峰而来,0,211669889621,1461074450,阿华田🌺🍀🌴
117,2019-07-19 00:20:20,哈哈哈 贝斯像1988里面的德善的弟弟,0,211660696821,1256000374,金啊嘟嘟
118,2019-07-18 23:49:15,☺,0,211655646721,1365326010,开心消消乐147
119,2019-07-18 22:31:25,好的乐队都解散了,1,211646315521,1645493176,siccuiw
120,2019-07-18 21:31:49,合成器？和声器？,0,211638171921,2272898520,时光之舞
121,2019-07-18 18:18:36,感觉还有很多优秀的没来，比如南征北战，逃跑计划，,1,211618924021,2549531893,喜欢吃龙虾的褚师子童
122,2019-07-18 16:05:15,夏天的狂热！,1,211607904821,1252960457,明昊可爱到爆了
123,2019-07-18 16:00:45,我爱刺猬！爱新裤子！爱青峰！,1,211607592821,1252960457,明昊可爱到爆了
124,2019-07-18 13:59:40,好流弊。,0,211597736021,1576911779,喜欢拉小提琴de太叔水凡
125,2019-07-18 10:42:54,好棒啊！5星好评,0,211578417721,1770081101,伊朗籍书
126,2019-07-18 08:36:16,很好,1,211565519121,1770024799,浪子cocc
127,2019-07-18 01:15:31,，，,0,211543871821,1655709629,浮生1六记
128,2019-07-17 22:11:24,不错,1,211520728221,1769883165,i高光笔
129,2019-07-17 21:56:35,爱了爱了,0,211518752521,1667758059,易烊千玺爱榴莲轻松
130,2019-07-17 21:47:21,好好看,0,211517491721,2407832379,冷漠的冬天_qq1550
131,2019-07-17 19:45:35,刘阳子是傻逼吗,0,211503597321,1358412856,爱涮火锅の左丘凯风
132,2019-07-17 19:22:32,真是的,0,211501541221,1705814237,筱溪公主
133,2019-07-17 18:57:20,观众都怎么投票的[衰],0,211499372321,1619839005,磊zlei
134,2019-07-17 17:05:45,？？？,0,211490404921,2081044782,V！！！
135,2019-07-17 15:46:49,[微笑],1,211483877721,2090920178,KEVINPopcorn
136,2019-07-17 13:35:11,这才是摇滚的声音,0,211473145421,1753344355,小楠驾到
137,2019-07-17 13:05:55,哪里看完整版？,1,211470251921,2387007454,秤子_qq1262
138,2019-07-17 12:30:14,好,0,211466612021,1756507287,狄可儿520
139,2019-07-17 12:04:08,[色][色][得意][得意][得意][得意][呲牙][呲牙][呲牙],1,211464038921,1491518378,小忠663
140,2019-07-17 11:03:20,还可以,1,211458357921,1769492727,涵涵110330
141,2019-07-17 09:28:57,还可以,1,211448715021,2518277461,sharma帅帅
142,2019-07-17 01:02:38,求窦唯长发侧颜那张图片,1,211420803721,1450447405,狗剩儿桺
143,2019-07-17 01:00:37,还行,1,211420640921,1706846445,用户65bc68ed扁头歌
144,2019-07-17 00:08:52,真好看,0,211413203221,2236682574,xingni0628
145,2019-07-16 23:14:20,这才是真正的综艺吧，为这个懦弱的时代感到难过。,0,211406722621,1658724063,随便试试_
146,2019-07-16 23:05:52,好多乐队我都认识 哈哈哈哈哈,0,211405613121,2459622550,叶小蕾糖糖
147,2019-07-16 22:53:52,我觉得你们部分人很杠精唉，谁说做乐队的必须摇滚？麻烦把乐队的定义看一下好嘛，摇滚还有分很多风格呢，抒情摇滚朋克摇滚重金属等等，你们喜欢的怕不是都是金属摇滚吧，那种燥嗨的氛围的？乐队只是个形式它是个框架，内容才是主要的。乐队≠摇滚，我看到弹幕里那些质疑的就烦，自己小白就算了不懂就问没谁不搭理你，但是不懂还来杠别人的音乐风格的真是 傻 逼一个[冷汗],0,211404215921,2372110221,Blake Dog_qq1223
148,2019-07-16 22:19:28,[微笑],0,211399713721,1687478328,xi0826xuan0528
149,2019-07-16 21:51:01,马东就是个傻逼,1,211395790721,1276359148,傀儡技术看看
150,2019-07-16 21:38:47,怎么那么不要脸，说什么帅不帅，首先，真不帅，其次，音乐负分请滚出。,0,211394157121,4655508025,C912AC48-9994-4DCC-8E1F-6070EBA62419
151,2019-07-16 20:17:55,每一记都好好听,0,211384594921,1685553092,薄禹行
152,2019-07-16 19:40:51,感觉很不错的,1,211380865821,1230223501,希希说时尚
153,2019-07-16 19:40:36,我是来赚积分的[微笑],0,211380925921,1768851405,肥楠🐷
154,2019-07-16 19:32:21,挺好的挺好的,1,211380071121,1768930271,二毛饺子
155,2019-07-16 18:11:10,满星,1,211373192021,1764992024,驾驶技婚纱
156,2019-07-16 16:35:12,因为有娜比才来的，来了之后发现没有白来,1,211364963221,1697725223,Mr.Wind☀
157,2019-07-16 16:22:58,演的特别好看,0,211363904821,2462796517,xinxin8018
158,2019-07-16 15:36:20,😃,0,211360036121,1751077204,好样的耶耶呀！
159,2019-07-16 15:02:37,我是不了解乐队的，也没有生在那个年代，所以我不知道面孔乐队到底有多厉害看节目的时候，大家都说他们是自己的偶像，今天是我第一次听面孔乐队的歌，就是被深深吸引了，那种时间沉淀的沧桑感，浑厚但是却有力量的声音，是我很久都没有听到过得了，你能感受到他们的歌是有灵魂的，他们唱的不是音乐，而是生活，是信仰。我很感动中国乐坛还有这样的音乐形式。,0,211357283621,1759103382,oo在路上oo啊
160,2019-07-16 13:20:49,嗯,0,211349034821,1767349881,＜＜燚💓＞＞爱烊烊.
161,2019-07-16 12:59:38,........,0,211346874621,2462170978,一只可爱的小烊
162,2019-07-16 12:20:53,我的青春小鸟永远不回来,0,211342983121,1647125801,扑街麣
163,2019-07-16 10:53:35,"女子





好卡",0,211334845821,1757352484,晓落红尘
164,2019-07-16 10:53:18,女子,0,211334829621,1757352484,晓落红尘
165,2019-07-16 10:37:56,音乐是甜美的，我喜欢音乐！,0,211333261021,1754699780,命中缺农！
166,2019-07-16 10:12:58,山西海情歌,1,211330957321,1706204181,凶器人
167,2019-07-16 09:44:05,我97，第一次听面孔，真的很喜欢。,0,211327890621,2203166918,敬天才呀
168,2019-07-16 09:40:57,10分,0,211327600921,2389456480,晓怡_wx1752
169,2019-07-16 09:39:50,[微笑][微笑][微笑][微笑],0,211327471721,2389456480,晓怡_wx1752
170,2019-07-16 09:27:57,经济学,1,211326244521,2216817103,天崖118
171,2019-07-16 09:24:46,[微笑],1,211325902021,1705130108,以季之语
172,2019-07-16 09:19:37,好,0,211325320921,1492559430,小忙的566823
173,2019-07-16 09:14:20,好看,0,211324739121,1178242943,juanxi520
174,2019-07-16 09:12:31,和你,0,211324542721,1669148978,太可怜你空了
175,2019-07-16 09:09:45,狗狗,1,211324204821,2494971135,恒.念
176,2019-07-16 09:09:21,真好看,1,211324209121,1443113471,我带飞？
177,2019-07-16 09:02:46,好看[微笑][微笑][微笑],0,211323397321,1602007357,😚甜系
178,2019-07-16 08:56:05,很赞,0,211322718321,1572260674,苏思潼ฅ
179,2019-07-16 08:53:25,差不多,1,211322434121,1560867307,快快叫爹爹爹
180,2019-07-16 08:52:49,嗯哼,1,211322374421,2667505719,CCTV 乔洋
181,2019-07-16 08:51:36,5,1,211322302921,1740589082,雨失离
182,2019-07-16 08:51:23,不错呀！ꪣ\,1,211322207721,1740589082,雨失离
183,2019-07-16 08:48:50,可惜,1,211321977521,2406689840,£詠遠＆僾妳
184,2019-07-16 08:38:55,5,1,211320960821,1768509467,$无悔@
185,2019-07-16 08:23:05,我也不了解月队,0,211319368221,1759167676,dy♡
186,2019-07-16 08:22:49,无,0,211319414621,1288622108,DY老A
187,2019-07-16 08:19:56,[微笑],0,211319126521,1761440185,"w,wxx"
188,2019-07-16 08:19:51,不错,0,211319128521,1745150902,永爱鞠婧祎～
189,2019-07-16 08:18:44,红牛咯一,1,211318978521,1473394636,喜欢吃螃蟹の阿友
190,2019-07-16 08:18:37,啦啦啦,1,211318995921,1473394636,喜欢吃螃蟹の阿友
191,2019-07-16 08:10:34,来一个,0,211318200421,1614639355,a刷我滴卡b
192,2019-07-16 08:05:28,不错(*๓´╰╯`๓)♡,1,211317665821,1426197822,贤cmx
193,2019-07-16 08:05:00,赞👍,1,211317609621,1353120768,有效率的贝贝琦普提革
194,2019-07-16 08:03:17,好看,0,211317478921,1727247004,要你管鬼
195,2019-07-16 08:01:40,OK,0,211317327321,2199524181,天空_qq7075
196,2019-07-16 07:56:32,差,0,211316826921,2481258595,༄ཉིཾ低䕱抽黫*ཉྀ༄
197,2019-07-16 07:54:33,我说不错哦,0,211316656721,1713188222,希望你最好的
198,2019-07-16 07:54:19,不是哦,0,211316595621,1713188222,希望你最好的
199,2019-07-16 07:47:03,果然燥,0,211315837121,1759445599,是个笨笨鸟
200,2019-07-16 07:43:42,好,0,211315527721,1684611201,曼联杰斯jjz
201,2019-07-16 07:39:15,年轻啊……有动力。,0,211314966021,1758805367,may226ma
202,2019-07-16 07:38:24,好节目,1,211314835321,1701730169,泽晖哥
203,2019-07-16 07:32:30,还可以,1,211314249621,2089977337,光明明_qq2294
204,2019-07-16 07:19:18,积分,1,211312891121,1596646093,angle123go0
205,2019-07-16 07:15:50,好看,0,211312545621,1638143932,西贝歪歪6
206,2019-07-16 07:07:12,赞,1,211311714021,1704445963,名字不要长像我这样就够了
207,2019-07-16 06:48:19,好看。,0,211309811721,1517084327,手机中国时间
208,2019-07-16 06:30:16,好的尸,0,211308099121,1745871549,哥好声音啊
209,2019-07-16 06:15:37,"【乐队入圈指南】章欧巴来给大家科普下几种常见乐队风格名词～
最可爱的乐迷们，在评论留下你最喜欢的乐队风格＋理由～章欧巴会抽取3名幸运乐迷送出惊喜小礼物哦～
朋克：核心精神“反叛”“不妥协”，用自己的方式表达“我不喜欢”。
FUNK：相对于传统形式，更注重“节奏”的一种音乐风格，一句话“跟着节奏晃就对了！”
重金属摇滚：简单来说，就是用稍微超常的力度来演奏摇滚乐。一个字概括就是“炸”！",1,211306923821,1296774708,老海00285679
210,2019-07-16 05:59:39,[微笑],0,211305954721,1742619134,米德尔赛克斯
211,2019-07-16 05:53:09,我不懂音乐，但我觉得很好吃,0,211305582721,1460574438,yrixsj251
212,2019-07-16 03:33:27,我真的挺理解做摇滚的乐队们在看到练习生团队出场时的那声声质疑。在摇滚歌手的世界里，自己可以没有公司的背景，没有外界的包装，所有的编曲演出机会可以是自己争取而来；而对比下来，那些练习生们有着青春稚嫩的脸庞，有着无可厚非的偶像包袱，在real的摇滚歌手面前就有些格格不入。不过这应该也是这个节目最大的一个看点吧，希望大家的质疑能够慢慢减少。,1,211302227521,2388304575,心无杂念交给你
213,2019-07-16 02:56:40,路路通,0,211301705421,1765677250,勿忘初心的快乐小天使
214,2019-07-16 02:46:28,好看,1,211301504921,1768475731,现记不住
215,2019-07-16 02:40:07,好,1,211301403421,1468588119,昙花林一现
216,2019-07-16 02:38:38,666,1,211301367221,1241393491,不良人必哀
217,2019-07-16 02:29:49,很喜欢,1,211301238621,1733631075,凌夜CP
218,2019-07-16 02:22:22,无,0,211301071621,1421469222,✔芳菇凉✔
219,2019-07-16 02:21:40,2.4,0,211301065121,1111035915,米奇惠
220,2019-07-16 02:18:28,啾啾啾,0,211300971721,1759870657,暖心君奴
221,2019-07-16 02:18:18,好看[微笑][微笑],0,211300999421,2479578611,Leafageか——
222,2019-07-16 02:01:04,好看,1,211300628221,1766803977,第八次一顿
223,2019-07-16 01:23:36,"【乐队入圈指南】章欧巴来给大家科普下几种常见乐队风格名词～
最可爱的乐迷们，在评论留下你最喜欢的乐队风格＋理由～章欧巴会抽取3名幸运乐迷送出惊喜小礼物哦～
朋克：核心精神“反叛”“不妥协”，用自己的方式表达“我不喜欢”。
FUNK：相对于传统形式，更注重“节奏”的一种音乐风格，一句话“跟着节奏晃就对了！”
重金属摇滚：简单来说，就是用稍微超常的力度来演奏摇滚乐。一个字概括就是“炸”！",0,211299240621,1587447987,yuan0115661
224,2019-07-16 01:18:56,太好看了,0,211299004621,1728388244,FC以后
225,2019-07-16 01:16:50,？？,1,211298914421,1767738333,冰之离梦
226,2019-07-16 01:15:08,[色],1,211298780421,2484464467,是否什么名字都可以
227,2019-07-16 01:03:55,经典,0,211298007921,1669310957,时间真真
228,2019-07-16 00:59:54,超好看,0,211297689221,1766145554,hhh075553
229,2019-07-16 00:47:41,为了梦想而坚持音乐的宝藏男孩。加油！,0,211296607021,1765816352,洛阳市夏天
230,2019-07-16 00:45:25,不戳,0,211296386221,1598509576,喜欢喝绿茶的公玉田然
231,2019-07-16 00:43:01,好,1,211296131621,1768930023,原__
